test_accuracy,nlayers,pool,stride,whiten,triangle,greedy,inhib,lambda,classLr,wnorm,w_lr,l_lr,b_lr,hsize
0.5942,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.599,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5979,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5946,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5994,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5911,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.597,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5975,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5983,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5899,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5932,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5993,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5951,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5918,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5925,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5908,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5922,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.593,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5975,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512

100x:

0.5941,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5951,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6012,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.597,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5977,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5953,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5943,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5999,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6027,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.602,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512

500x:

0.5939,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6015,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6007,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.588,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.598,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5933,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5902,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5971,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512


0.5996,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5993,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5969,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.604,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5997,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6018,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.604,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5973,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6023,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6027,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512


no mexican hat RePU: (1x)

0.5909,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5996,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.598,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5963,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6023,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.597,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5919,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5983,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6075,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5989,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5998,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5984,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5993,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6016,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5926,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5974,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6029,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6038,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6019,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6021,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512


with mexican hat RePU: (1x)

0.5946,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6026,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6005,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5987,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5973,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5999,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6002,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5984,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5923,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5914,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5947,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6048,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5986,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5926,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5967,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5968,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5928,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6015,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5876,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5953,1,True,1,True,False,True,RePU,500,0.001,0.0001,0.001,0.001,0.0033,512


no mexican hat Softmax: (1x)

0.6034,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5969,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6001,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6042,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5986,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.601,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.606,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6017,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5943,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5946,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6043,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5994,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5885,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5983,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5974,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6037,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.596,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5997,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5984,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6019,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512


mexican hat Softmax: (1x)

0.5898,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5946,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5969,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5978,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6015,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5944,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5986,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5987,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5972,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5999,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5941,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5974,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5986,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5928,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5943,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.5957,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.6004,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.599,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.595,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512


lambd = 0.7, paper config 1 layer:
0.1,1,True,1,True,False,True,Softmax,0.7,0.001,0.0001,0.001,0.001,0.0033,512
0.1,1,True,1,True,False,True,Softmax,0.7,0.001,0.0001,0.001,0.001,0.0033,512
0.1,1,True,1,True,False,True,Softmax,0.7,0.001,0.0001,0.001,0.001,0.0033,512
0.1,1,True,1,True,False,True,Softmax,0.7,0.001,0.0001,0.001,0.001,0.0033,512
0.1,1,True,1,True,False,True,Softmax,0.7,0.001,0.0001,0.001,0.001,0.0033,512
0.1,1,True,1,True,False,True,Softmax,0.7,0.001,0.0001,0.001,0.001,0.0033,512
0.1,1,True,1,True,False,True,Softmax,0.7,0.001,0.0001,0.001,0.001,0.0033,512
0.1,1,True,1,True,False,True,Softmax,0.7,0.001,0.0001,0.001,0.001,0.0033,512
0.1,1,True,1,True,False,True,Softmax,0.7,0.001,0.0001,0.001,0.001,0.0033,512
0.1,1,True,1,True,False,True,Softmax,0.7,0.001,0.0001,0.001,0.001,0.0033,512


hebbian classifer test, 1 layer:

0.2631,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.2631,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.2554,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.2496,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.262,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.2587,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.2635,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.2526,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.2569,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.2594,1,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512

hebbian classifer test, 2 layers:

0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
0.1,2,True,1,True,False,True,Softmax,500,0.001,0.0001,0.001,0.001,0.0033,512
